Time,Intermediate KPI
2018-01-18 21:04:46.905,
2018-01-18 21:04:50.350,9415
2018-01-18 21:04:52.355,22968
2018-01-18 21:04:54.355,59088
2018-01-18 21:04:56.360,68542
2018-01-18 21:04:58.360,63454
2018-01-18 21:05:00.470,39838
2018-01-18 21:05:02.480,11633
2018-01-18 21:05:04.485,14602
2018-01-18 21:05:06.485,9923
2018-01-18 21:05:08.490,10993
2018-01-18 21:05:10.490,7453
2018-01-18 21:05:12.490,9224
2018-01-18 21:05:14.495,6631
2018-01-18 21:05:16.495,22103
2018-01-18 21:05:18.495,11609
2018-01-18 21:05:20.500,43406
2018-01-18 21:05:22.500,33917
2018-01-18 21:05:24.505,37366
2018-01-18 21:05:26.505,11232
2018-01-18 21:05:28.510,44072
2018-01-18 21:05:30.510,70972
2018-01-18 21:05:32.510,60889
2018-01-18 21:05:34.515,55492
2018-01-18 21:05:36.515,20333
2018-01-18 21:05:38.515,62520
2018-01-18 21:05:40.515,37654
2018-01-18 21:05:42.550,23960
2018-01-18 21:05:44.525,47367
2018-01-18 21:05:46.525,42840
2018-01-18 21:05:48.545,58138
2018-01-18 21:05:50.540,41152
2018-01-18 21:05:52.545,59063
2018-01-18 21:05:54.545,45216
2018-01-18 21:05:56.545,38001
2018-01-18 21:05:58.550,25447
2018-01-18 21:06:00.550,26666
2018-01-18 21:06:02.550,30578
2018-01-18 21:06:04.555,16845
2018-01-18 21:06:06.555,17460
2018-01-18 21:06:08.555,19629
2018-01-18 21:06:10.560,23330
2018-01-18 21:06:12.560,18549
2018-01-18 21:06:14.570,16366
2018-01-18 21:06:16.570,17358
2018-01-18 21:06:18.570,29527
2018-01-18 21:06:20.575,29520
2018-01-18 21:06:22.575,44755
2018-01-18 21:06:24.575,41923
2018-01-18 21:06:26.580,38382
2018-01-18 21:06:28.590,36426
2018-01-18 21:06:30.590,35604
2018-01-18 21:06:32.630,33459
2018-01-18 21:06:34.630,25525
2018-01-18 21:06:36.655,31481
2018-01-18 21:06:38.665,48821
2018-01-18 21:06:40.660,47117
2018-01-18 21:06:42.665,75252
2018-01-18 21:06:44.670,71849
2018-01-18 21:06:46.670,60406
2018-01-18 21:06:48.675,47113
2018-01-18 21:06:50.675,50812
2018-01-18 21:06:52.675,21260
2018-01-18 21:06:54.680,18847
2018-01-18 21:06:56.680,21365
2018-01-18 21:06:58.680,22275
2018-01-18 21:07:00.685,33839
2018-01-18 21:07:02.685,51144
2018-01-18 21:07:04.685,63955
2018-01-18 21:07:06.700,56152
2018-01-18 21:07:08.695,64770
2018-01-18 21:07:10.695,76301
2018-01-18 21:07:12.695,86451
2018-01-18 21:07:14.830,75737
2018-01-18 21:07:16.835,82544
2018-01-18 21:07:18.840,85140
2018-01-18 21:07:20.840,66785
2018-01-18 21:07:22.840,63784
2018-01-18 21:07:24.870,48892
2018-01-18 21:07:26.865,37488
2018-01-18 21:07:28.865,66652
2018-01-18 21:07:30.865,62492
2018-01-18 21:07:32.865,74981
2018-01-18 21:07:34.870,87122
2018-01-18 21:07:36.885,82627
2018-01-18 21:07:38.875,59421
2018-01-18 21:07:40.880,43384
2018-01-18 21:07:42.880,41981
2018-01-18 21:07:44.880,28470
2018-01-18 21:07:46.895,17031
2018-01-18 21:07:48.890,24440
2018-01-18 21:07:50.915,46857
2018-01-18 21:07:52.930,74826
2018-01-18 21:07:54.905,78261
2018-01-18 21:07:56.905,79287
2018-01-18 21:07:58.905,81113
2018-01-18 21:08:00.910,63814
2018-01-18 21:08:02.910,39102
2018-01-18 21:08:04.910,42607
2018-01-18 21:08:06.915,41709
2018-01-18 21:08:07.545,0
